"","ASSESSMENT","RECORD_ID","Pollu_ID","STREAM_LAK","STREAM_NAM","LAKE_NAME","BEACH_NAME","LLID_STR_1","LLID_LAKE","SEGMENT_ID","HUC_4TH_NA","HUC_3RD_NA","MILES","RM1","RM2","POLLUTANT","SEASON","SEASON_ID","ASSESSME_1","ASSESSME_2","ACTION","ACTION_ID","NUMERIC_CR","AFFECTED_U","LISTING_ST","STATUS_ID","PREVIOUS_S","PREVIOUS_A","LISTING_YE","TMDL_INFO","CRITERIA","COMMENTS","SUMMARY"
"2599",26069,13012,132,"Camp Creek","Camp Creek","","",1228827440629,NA,11760,"McKenzie","Willamette","0 to 10.9",0,10.9,"Temperature","Year Round (Non-spawning)",71,2010,"10/29/2010","No action",21,33,"Core cold water habitat","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[BLM - Eugene] LASAR 28111 River Mile 7.5: From 7/19/2000 to 8/31/2002, 34 days with 7-day-average maximum > 16 degrees Celsius."
"2600",26047,12987,132,"East Pass Creek","East Pass Creek","","",1227855434888,NA,1613,"North Umpqua","Southern Oregon Coastal","0 to 3",0,3,"Temperature","Year Round (Non-spawning)",71,2010,"10/29/2010","No action",21,33,"Core cold water habitat","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>","Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[BLM - Roseburg] LASAR 27912 River Mile 0.1: From 7/6/1999 to 9/14/2001, 28 days with 7-day-average maximum > 16 degrees Celsius."
"2601",23296,20671,86,"Bear Creek","Bear Creek","","",1243374431375,NA,2620,"Coquille","Southern Oregon Coastal","0 to 13.2",0,13.2,"Fecal Coliform","Year Round",3,2004,"4/25/2005","No action",21,2,"Shellfish growing","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004","","Fecal coliform median of 14 organisms per 100 ml; no more than 10% > 43 organisms per 100 ml","","Previous Data:  [DEQ] LASAR 11573 River Mile 0.5: From 8/1/2001 to 9/19/2001, 2 out of 2 samples (100%) > 43 organisms; median concentration of 0"
"2602",15944,13319,132,"North Fork Chetco River","North Fork Chetco River","","",1242107420731,NA,11496,"Chetco","Southern Oregon Coastal","0 to 12.1",0,12.1,"Temperature","Year Round (Non-spawning)",71,2004,"4/14/2005","No action",21,34,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004","","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum","","Previous Data:  [WSC South Coast] LASAR 25236 River Mile 0.7: From 7/10/2000 to 8/29/2000, 49 days with 7-day-average maximum > 18 degrees Celsius."
"2603",26333,17005,76,"Pringle Creek Trib","Pringle Creek Trib","","",1230217449092,NA,9639,"Middle Willamette","Willamette","0 to 2.8",0,2.8,"E. Coli","Summer",1,2010,"10/29/2010","No action",21,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml","","2004 Data: 
[DEQ] LASAR 28967 River Mile 0.4: From 7/15/2002 to 3/7/2003, 5 out of 5 samples (100%) > 406 organisms; maximum 30-day log mean of 0"
"2604",25720,4037,132,"Collier Creek","Collier Creek","","",1240137424125,NA,2448,"Illinois","Southern Oregon Coastal","0 to 4.5",0,4.5,"Temperature","Summer",1,2010,"10/29/2010","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 12/29/2008
Rogue River Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/rogue.htm"">Rogue River Basin TMDL</a>","Rearing: 17.8 C","","Previous Data: 
USFS Data (Site at mouth): 7 day moving average of daily maximums of 67.3 with 25 days exceeding temperature standard (64) in 1993."
"2605",15896,13271,132,"Keller Creek","Keller Creek","","",1239671442805,NA,2779,"Alsea","Northern Oregon Coastal","0 to 2.6",0,2.6,"Temperature","Year Round (Non-spawning)",71,2004,"4/14/2005","No action",21,34,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004","","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum","","Previous Data:  [NF - Siuslaw] LASAR 28068 River Mile 0.4: From 7/22/1999 to 10/5/1999, 18 days with 7-day-average maximum > 18 degrees Celsius."
"2606",15951,13326,132,"North Fork Floras Creek","North Fork Floras Creek","","",1243207429083,NA,3236,"Sixes","Southern Oregon Coastal","0 to 10.9",0,10.9,"Temperature","Year Round (Non-spawning)",71,2004,"4/14/2005","No action",21,34,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004","","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum","","Previous Data:  [WSC South Coast] LASAR 25851 River Mile 0.1: From 7/3/2000 to 9/5/2000, 58 days with 7-day-average maximum > 18 degrees Celsius."
"2607",15892,13267,132,"School Fork","School Fork","","",1239444442895,NA,2398,"Alsea","Northern Oregon Coastal","0 to 3.2",0,3.2,"Temperature","Year Round (Non-spawning)",71,2004,"4/14/2005","No action",21,34,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004","","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum","","Previous Data:  [NF - Siuslaw] LASAR 28069 River Mile 0.1: From 8/12/1999 to 10/5/1999, 6 days with 7-day-average maximum > 18 degrees Celsius."
"2608",3797,3873,132,"Elk Creek","Elk Creek","","",1169095450086,NA,59,"Brownlee Reservoir","Middle Snake-Powder","0 to 9.5",0,9.5,"Temperature","Summer",1,1998,"12/1/1998","No action",21,20,"Salmonid fish spawning; Salmonid fish rearing","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 1998","","Bull Trout: 10.0 C","","Previous Data:  USFS Data (3 sites): 7 day average of daily maximums of 59.3/60.6/58.3??F in 1995 exceeded temperature standard for bull trout (50)."
"2609",26012,12933,132,"Hukill Creek","Hukill Creek","","",1225690425475,NA,1477,"Upper Rogue","Southern Oregon Coastal","0 to 3.6",0,3.6,"Temperature","Year Round (Non-spawning)",71,2010,"10/29/2010","No action",21,33,"Core cold water habitat","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 12/29/2008
Rogue River Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/rogue.htm"">Rogue River Basin TMDL</a>","Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[BLM - Medford] LASAR 31244 River Mile 1.5: From 6/19/1998 to 10/9/1999, 49 days with 7-day-average maximum > 16 degrees Celsius."
"2610",26176,13183,132,"Miner Creek","Miner Creek","","",1236075434448,NA,2137,"Umpqua","Southern Oregon Coastal","0 to 4.2",0,4.2,"Temperature","Year Round (Non-spawning)",71,2010,"10/29/2010","No action",21,34,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[BLM - Roseburg] LASAR 27895 River Mile 0.1: From 7/4/1999 to 9/14/2001, 16 days with 7-day-average maximum > 18 degrees Celsius."
"2611",15418,12793,132,"Link Creek","Link Creek","","",1217822444026,NA,8734,"Upper Deschutes","Deschutes","0 to 2.5",0,2.5,"Temperature","Year Round (Non-spawning)",71,2004,"4/14/2005","No action",21,32,"Bull trout spawning and juvenile rearing","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004","","Bull trout spawning and juvenile rearing: 12.0 degrees Celsius 7-day-average maximum","","Previous Data:  [NF - Deschutes] LASAR 29414 River Mile 2.3: From 5/22/2001 to 10/8/2001, 106 days with 7-day-average maximum > 12 degrees Celsius."
"2612",25979,12890,132,"McKinley Creek","McKinley Creek","","",1224114438636,NA,9026,"Middle Fork Willamette","Willamette","0 to 3.8",0,3.8,"Temperature","Year Round (Non-spawning)",71,2010,"10/29/2010","No action",21,33,"Core cold water habitat","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[NF - Willamette] LASAR 27996 River Mile 0.2: From 6/11/2001 to 9/28/2001, 7 days with 7-day-average maximum > 16 degrees Celsius."
"2613",27653,889,132,"Little Bear Creek","Little Bear Creek","","",1175553454853,NA,201,"Wallowa","Lower Snake","0 to 8",0,8,"Temperature","Summer",1,2010,"3/11/2011","No action",21,20,"Salmonid fish spawning; Salmonid fish rearing","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>","Bull Trout: 10.0 C","","Previous Data: 
USFS Data (Site at culvert): 7 day moving average of daily maximums of 59.0 exceeded Bull Trout temperature standard (50) in 1993."
"2614",15301,12676,132,"North Wolf Creek","North Wolf Creek","","",1198944441880,NA,810,"Beaver-South Fork","Deschutes","0 to 10.3",0,10.3,"Temperature","Year Round (Non-spawning)",71,2004,"4/14/2005","No action",21,34,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004","","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum","","Previous Data:  [NF - Ochoco] LASAR 31144 River Mile 4.9: From 6/20/2002 to 9/29/2002, 57 days with 7-day-average maximum > 18 degrees Celsius."
"2615",26284,13484,132,"Canyon Creek","Canyon Creek","","",1232818429429,NA,9989,"South Umpqua","Southern Oregon Coastal","0 to 6.2",0,6.2,"Temperature","October 15 - May 15",46,2010,"10/29/2010","No action",21,31,"Salmon and steelhead spawning","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>","Salmon and steelhead spawning: 13.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[BLM - Roseburg] LASAR 27941 River Mile 2.7: From 5/14/2001 to 5/15/2001, 2 days with 7-day-average maximum > 13 degrees Celsius."
"2616",25977,12878,132,"Christy Creek","Christy Creek","","",1223856438804,NA,1390,"Middle Fork Willamette","Willamette","0 to 12",0,12,"Temperature","Year Round (Non-spawning)",71,2010,"10/29/2010","No action",21,33,"Core cold water habitat","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[NF - Willamette] LASAR 27994 River Mile 1: From 6/12/2001 to 8/31/2001, 50 days with 7-day-average maximum > 16 degrees Celsius."
"2617",27846,12719,132,"John Day River","John Day River","","",1206499457318,NA,11733,"Lower John Day","John Day","0.4 to 182",0.4,182,"Temperature","Year Round (Non-spawning)",71,2010,"3/11/2011","No action",21,35,"Salmon and steelhead migration corridor","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>","Salmon and steelhead migration corridors: 20.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[WSC John Day] LASAR 28453 River Mile 181: From 5/28/2000 to 9/23/2000, 81 days with 7-day-average maximum > 20 degrees Celsius."
"2618",25978,12885,132,"Chalk Creek","Chalk Creek","","",1224020438703,NA,11720,"Middle Fork Willamette","Willamette","0 to 4.8",0,4.8,"Temperature","Year Round (Non-spawning)",71,2010,"10/29/2010","No action",21,33,"Core cold water habitat","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[NF - Willamette] LASAR 27995 River Mile 0: From 6/18/2001 to 9/28/2001, 82 days with 7-day-average maximum > 16 degrees Celsius."
"2619",26329,16867,76,"Perrin Lateral","Perrin Lateral","","",1229581448445,NA,9539,"Middle Willamette","Willamette","0 to 8.1",0,8.1,"E. Coli","FallWinterSpring",2,2010,"10/29/2010","No action",21,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml","","2004 Data: 
[DEQ] LASAR 29689 River Mile 2.2: From 2/19/2003 to 3/7/2003, 4 out of 8 samples (50%) > 406 organisms; maximum 30-day log mean of 0"
"2620",11836,9552,101,"Unnamed (Fletcher Drain)","Unnamed (Fletcher Drain)","","",1171410437824,NA,3272,"Lower Owyhee","Middle Snake-Boise","0 to 1.3",0,1.3,"Lead","Year Round",3,2002,"11/1/2002","No action",21,24,"Resident fish and aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 2002","","Table 20 Toxic Substances","Error - listing should have been reported in 2004.","Previous Data:   Northern Malheur County Ground Water Management area surface water site.  LASAR 15541: 2/3 samples > hardness based criterion."
"2621",15313,12688,132,"Deep Creek","Deep Creek","","",1200747443249,NA,847,"Upper Crooked","Deschutes","0 to 10.6",0,10.6,"Temperature","Year Round (Non-spawning)",71,2004,"4/14/2005","No action",21,34,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004","","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum","","Previous Data:  [NF - Ochoco] LASAR 31149 River Mile 0.1: From 6/21/2002 to 10/12/2002, 60 days with 7-day-average maximum > 18 degrees Celsius."
"2622",27790,12589,132,"Warm Springs Creek","Warm Springs Creek","","",1182301436018,NA,7859,"Upper Malheur","Middle Snake-Boise","0 to 9",0,9,"Temperature","Year Round (Non-spawning)",71,2010,"3/11/2011","No action",21,36,"Redband or Lahontan cutthroat trout","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 12/03/2010
Malheur River Basin TMDL and WQMP
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/malheurriver.htm"">Malheur River Basin TMDL and WQMP</a>","Redband or Lahontan cutthroat trout: 20.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[BLM - Burns] LASAR 30980 River Mile 4.5: From 5/21/2002 to 10/4/2002, 85 days with 7-day-average maximum > 20 degrees Celsius."
"2623",6323,6453,126,"McKay Creek","McKay Creek","","",1230119455224,NA,1760,"Tualatin","Willamette","15.8 to 22.7",15.8,22.7,"Phosphorus","June 1 - September 30",30,1998,"12/1/1998","No action",21,3,"Aesthetics","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Added to database","Previous Assessment Year: 1998","","Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.","","Previous Data:  USA Data (Site 3816230; RM 23.0): 0% (0 of 6) Summer values exceeded phosphorus TMDL standard (45 ug/l) between 7/93 - 10/95."
"2624",26199,13237,132,"Little Mill Creek","Little Mill Creek","","",1238276436538,NA,10598,"Umpqua","Southern Oregon Coastal","0 to 4.1",0,4.1,"Temperature","Year Round (Non-spawning)",71,2010,"10/29/2010","No action",21,34,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[SWCD Umpqua] LASAR 27808 River Mile 1.1: From 8/4/2001 to 8/30/2001, 27 days with 7-day-average maximum > 18 degrees Celsius."
"2625",26018,12944,132,"Big Bend Creek","Big Bend Creek","","",1226025434224,NA,1490,"North Umpqua","Southern Oregon Coastal","0 to 10.6",0,10.6,"Temperature","Year Round (Non-spawning)",71,2010,"10/29/2010","No action",21,33,"Core cold water habitat","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>","Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[DEQ/InSight] LASAR 29795 River Mile 0: From 7/6/2002 to 9/29/2002, 30 days with 7-day-average maximum > 16 degrees Celsius."
"2626",669,681,132,"Willow Creek","Willow Creek","","",1203184425515,NA,901,"Lake Abert","Oregon Closed Basins","0 to 15.3",0,15.3,"Temperature","Summer",1,1998,"12/1/1998","No action",21,17,"Salmonid fish rearing","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 1998","","Rearing: 17.8 C","","Previous Data:  USFS Data (Site WL4780): 7 day average of daily maximums exceeded temperature standard (64) for 58 7-day periods in 1995."
"2627",11622,9407,132,"Meacham Creek","Meacham Creek","","",1183604457023,NA,3207,"Umatilla","Middle Columbia","5 to 18",5,18,"Temperature","Summer",1,2002,"11/1/2002","No action",21,17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2002","","Rearing: 17.8 C","","Previous Data:  Duplicate of record 5027. River miles 0 to 5 are within the Umatilla reservation boundaries. USEPA Approval date: 5/9/2001"
"2628",27670,1355,132,"Dog Creek","Dog Creek","","",1189019444188,NA,619,"Upper John Day","John Day","0 to 5.5",0,5.5,"Temperature","Summer",1,2010,"3/11/2011","No action",21,17,"Anadromous fish passage; Salmonid fish rearing","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>","Rearing: 17.8 C","","Previous Data: 
OSU Data (Site at mouth): 7 day average of daily maximum of 67.6 with 37 days exceeding temperature standard (64) in 1993."
"2629",27815,12635,132,"Camas Creek","Camas Creek","","",1189961450100,NA,8095,"North Fork John Day","John Day","0 to 15.5",0,15.5,"Temperature","Year Round (Non-spawning)",71,2010,"3/11/2011","No action",21,34,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[BLM - Vale] LASAR 27777 River Mile 3.5: From 7/3/2000 to 9/23/2000, 67 days with 7-day-average maximum > 18 degrees Celsius."
"2630",26225,13372,132,"Fifteenmile Creek","Fifteenmile Creek","","",1211264456185,NA,8436,"Middle Columbia-Hood","Middle Columbia","31.4 to 34.9",31.4,34.9,"Temperature","August 15 - May 15",40,2010,"10/29/2010","No action",21,31,"Salmon and steelhead spawning","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 02/05/2009
Middle Columbia-Hood (Miles Creeks) Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/hood.htm"">Miles Creeks TMDL</a>","Salmon and steelhead spawning: 13.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[SWCD WASCO] LASAR 28975 River Mile 33.2: From 8/15/1999 to 10/30/2000, 80 days with 7-day-average maximum > 13 degrees Celsius."
"2631",8015,2938,40,"Mercer Creek/Mercer Lake","Mercer Creek","Mercer Lake","",1240941440563,1240688440518,2513,"Alsea","Northern Oregon Coastal","0.6 to 2.5",0.6,2.5,"Chlorophyll a","Summer",1,1998,"12/1/1998","No action",21,3,"Water contact recreation; Aesthetics; Livestock watering; Water supply; Fishing","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: 303(d)","Previous Action: Added to database","Previous Assessment Year: 1998","","Thermally stratified lake:  0.01 mg/l","","Previous Data:  Watershed analysis finds Chlorophyll a concentrations up to 24 ug/l in 1991/92 standard for lakes which stratify is 10 ug/l."
"2632",27834,12662,132,"Rudio Creek","Rudio Creek","","",1195823447863,NA,8196,"North Fork John Day","John Day","0 to 16.8",0,16.8,"Temperature","Year Round (Non-spawning)",71,2010,"3/11/2011","No action",21,34,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[WSC John Day] LASAR 28464 River Mile 0: From 7/2/2000 to 10/28/2000, 88 days with 7-day-average maximum > 18 degrees Celsius."
"2633",27824,12651,132,"Middle Fork John Day River","Middle Fork John Day River","","",1193015449167,NA,8125,"Middle Fork John Day","John Day","65.8 to 71.1",65.8,71.1,"Temperature","Year Round (Non-spawning)",71,2010,"3/11/2011","No action",21,32,"Bull trout spawning and juvenile rearing","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>","Bull trout spawning and juvenile rearing: 12.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[DEQ] LASAR 25256 River Mile 67.4: From 4/28/2001 to 10/26/2001, 128 days with 7-day-average maximum > 12 degrees Celsius."
"2634",27777,12553,132,"Grouse Creek","Grouse Creek","","",1173955459872,NA,7751,"Lower Grande Ronde","Lower Snake","0 to 1.4",0,1.4,"Temperature","Year Round (Non-spawning)",71,2010,"3/11/2011","No action",21,33,"Core cold water habitat","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/24/2010
Lower Grande Ronde Subbasins TMDLs
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/docs/granderondebasin/LGR/LGRtmdlF.pdf"">Lower Grande Ronde Subbasins TMDLs</a>","Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[BLM - Vale] LASAR 27797 River Mile 0.1: From 5/26/2001 to 9/20/2002, 180 days with 7-day-average maximum > 16 degrees Celsius."
